capacity_id,service_id,date,cpu_utilization_pct,memory_utilization_pct,storage_utilization_pct,active_connections,request_volume
851,SRV-003,2025-09-29,52.22,50.13,31.58,6413,92714
852,SRV-004,2025-09-29,29.29,26.44,33.59,1140,16996
853,SRV-005,2025-09-29,39.29,45.32,35.16,6350,85520
854,SRV-006,2025-09-29,33.06,28.63,37.08,1265,17900
855,SRV-007,2025-09-29,28.77,28.25,32.82,1138,19329
856,SRV-008,2025-09-29,51.6,43.61,36.17,4599,86578
857,SRV-001,2025-09-30,30.18,23.31,35.85,1268,24202
858,SRV-002,2025-09-30,53.62,45.63,33.12,5977,89917
859,SRV-003,2025-09-30,47.47,47.28,32.65,4525,46458
860,SRV-004,2025-09-30,30.48,29.39,33.36,1054,12589
861,SRV-005,2025-09-30,42.5,53.44,30.82,5673,83066
862,SRV-006,2025-09-30,18.4,32.05,35.63,1060,15590
863,SRV-007,2025-09-30,19.76,34.5,34.55,937,10533
864,SRV-008,2025-09-30,42.55,54.77,31.21,5021,72335
865,SRV-001,2025-10-01,31.17,35.75,34.55,1068,11190
866,SRV-002,2025-10-01,50.69,55.82,36.54,4755,80375
867,SRV-003,2025-10-01,51.58,45.93,34.11,4912,61385
868,SRV-004,2025-10-01,22.05,24.06,32.78,928,16894
869,SRV-005,2025-10-01,41.64,60.43,32.71,6432,107035
870,SRV-006,2025-10-01,18.64,31.14,37.85,1057,17195
871,SRV-007,2025-10-01,36.29,29.18,34.89,1009,11158
872,SRV-008,2025-10-01,39.53,54.57,31.26,4894,59711
873,SRV-001,2025-10-02,23.22,32.67,32.29,1307,18443
874,SRV-002,2025-10-02,50.65,61.22,37.23,6371,122464
875,SRV-003,2025-10-02,45.06,47.07,34.04,5922,82230
876,SRV-004,2025-10-02,33.51,25.84,33.85,1274,21500
877,SRV-005,2025-10-02,54.66,48.13,32.87,6745,97729
878,SRV-006,2025-10-02,32.25,30.57,36.56,902,9211
879,SRV-007,2025-10-02,20.3,27.06,35.22,1023,11042
880,SRV-008,2025-10-02,48.61,47.13,33.36,5764,71362
881,SRV-001,2025-10-03,37.53,30.11,38.28,971,12793
882,SRV-002,2025-10-03,41.51,58.31,35.19,6429,112542
883,SRV-003,2025-10-03,53.59,49.57,32.39,4512,86525
884,SRV-004,2025-10-03,34.21,34.42,34.33,1331,20250
885,SRV-005,2025-10-03,51.38,45.23,34.28,6466,68029
886,SRV-006,2025-10-03,36.95,25.87,34.0,1182,21219
887,SRV-007,2025-10-03,27.08,28.8,34.16,949,11364
888,SRV-008,2025-10-03,51.67,49.67,35.45,6611,79424
889,SRV-001,2025-10-04,27.6,37.99,34.99,474,3485
890,SRV-002,2025-10-04,51.74,51.62,32.51,3264,24186
891,SRV-003,2025-10-04,49.19,47.59,38.57,2225,17101
892,SRV-004,2025-10-04,21.0,28.81,33.87,432,3374
893,SRV-005,2025-10-04,46.4,56.05,32.92,3214,16137
894,SRV-006,2025-10-04,32.59,29.34,35.3,488,3402
895,SRV-007,2025-10-04,25.47,28.1,39.09,366,3449
896,SRV-008,2025-10-04,43.87,61.15,33.92,3065,29992
897,SRV-001,2025-10-05,32.87,28.77,37.21,559,3824
898,SRV-002,2025-10-05,46.09,50.17,32.27,2404,23096
899,SRV-003,2025-10-05,53.49,45.32,35.93,1909,15323
900,SRV-004,2025-10-05,21.06,27.6,36.71,576,3344
901,SRV-005,2025-10-05,40.42,54.69,33.37,2787,27509
902,SRV-006,2025-10-05,34.93,35.3,31.75,465,3933
903,SRV-007,2025-10-05,28.07,36.3,35.7,582,5099
904,SRV-008,2025-10-05,58.55,48.57,36.63,3111,28220
905,SRV-001,2025-10-06,21.22,33.76,35.94,884,10328
906,SRV-002,2025-10-06,41.71,56.98,34.51,5410,69699
907,SRV-003,2025-10-06,43.11,47.95,32.37,5542,83274
908,SRV-004,2025-10-06,28.12,25.41,32.07,1197,21655
909,SRV-005,2025-10-06,58.47,57.37,33.95,6381,70777
910,SRV-006,2025-10-06,19.21,24.56,32.8,933,9606
911,SRV-007,2025-10-06,26.68,33.88,31.03,995,19454
912,SRV-008,2025-10-06,56.11,46.62,33.47,6327,87038
913,SRV-001,2025-10-07,36.67,27.03,35.05,1236,19830
914,SRV-002,2025-10-07,52.91,49.96,33.41,4958,67488
915,SRV-003,2025-10-07,51.69,59.66,37.47,6240,62592
916,SRV-004,2025-10-07,26.03,36.27,38.96,931,10454
917,SRV-005,2025-10-07,58.92,56.78,33.41,5504,92807
918,SRV-006,2025-10-07,28.29,33.64,32.51,1213,23555
919,SRV-007,2025-10-07,29.79,35.75,37.96,1210,20302
920,SRV-008,2025-10-07,48.64,55.53,36.52,5160,100056
921,SRV-001,2025-10-08,27.63,33.76,37.56,970,13433
922,SRV-002,2025-10-08,54.38,58.83,37.99,6285,107892
923,SRV-003,2025-10-08,48.26,45.02,36.3,6487,128910
924,SRV-004,2025-10-08,35.28,37.26,34.9,1135,14112
925,SRV-005,2025-10-08,57.63,54.71,31.55,6547,67383
926,SRV-006,2025-10-08,24.62,29.61,34.59,1255,20907
927,SRV-007,2025-10-08,31.53,33.89,39.14,1217,18157
928,SRV-008,2025-10-08,47.4,49.82,36.34,6687,71194
929,SRV-001,2025-10-09,35.35,33.83,36.3,1175,20974
930,SRV-002,2025-10-09,50.03,50.58,34.53,5302,58925
931,SRV-003,2025-10-09,51.13,47.65,37.81,5697,64228
932,SRV-004,2025-10-09,24.71,33.68,33.33,1144,13611
933,SRV-005,2025-10-09,47.92,56.57,36.91,6519,73423
934,SRV-006,2025-10-09,29.48,24.93,32.06,1292,17001
935,SRV-007,2025-10-09,23.84,26.92,37.12,983,12615
936,SRV-008,2025-10-09,57.57,58.71,32.43,5288,79445
937,SRV-001,2025-10-10,23.17,36.09,36.07,1194,14515
938,SRV-002,2025-10-10,58.46,45.53,36.77,4750,81546
939,SRV-003,2025-10-10,59.6,50.03,37.59,6710,119172
940,SRV-004,2025-10-10,32.52,28.2,38.16,1337,15498
941,SRV-005,2025-10-10,46.11,50.01,33.77,5080,70681
942,SRV-006,2025-10-10,31.25,26.38,37.03,1173,18158
943,SRV-007,2025-10-10,23.22,34.06,36.69,893,17275
944,SRV-008,2025-10-10,52.27,53.35,34.22,5482,104005
945,SRV-001,2025-10-11,33.02,25.35,35.46,448,4157
946,SRV-002,2025-10-11,54.24,56.84,33.28,3236,27173
947,SRV-003,2025-10-11,39.86,49.54,34.12,3190,17821
948,SRV-004,2025-10-11,24.19,29.54,32.68,579,3604
949,SRV-005,2025-10-11,46.51,48.57,34.86,1916,16719
950,SRV-006,2025-10-11,37.66,33.61,32.89,501,4554
951,SRV-007,2025-10-11,29.86,29.44,31.4,372,2087
952,SRV-008,2025-10-11,58.42,49.28,36.05,3372,24944
953,SRV-001,2025-10-12,19.6,32.28,34.75,681,5797
954,SRV-002,2025-10-12,41.66,49.55,36.11,3083,23700
955,SRV-003,2025-10-12,53.51,50.97,37.1,2975,22760
956,SRV-004,2025-10-12,33.45,30.21,36.29,537,4708
957,SRV-005,2025-10-12,52.04,46.11,36.93,2788,14014
958,SRV-006,2025-10-12,23.6,23.48,35.5,553,3007
959,SRV-007,2025-10-12,32.07,23.78,31.89,428,4207
960,SRV-008,2025-10-12,58.29,54.09,32.55,1716,16694
961,SRV-001,2025-10-13,23.92,31.82,33.55,1147,15059
962,SRV-002,2025-10-13,61.05,55.97,36.16,6197,103032
963,SRV-003,2025-10-13,39.08,45.89,36.5,4800,54441
964,SRV-004,2025-10-13,29.32,27.27,36.83,1089,16877
965,SRV-005,2025-10-13,52.03,46.99,34.22,6483,108689
966,SRV-006,2025-10-13,20.97,26.94,37.06,1048,17115
967,SRV-007,2025-10-13,31.92,31.75,36.48,1136,13223
968,SRV-008,2025-10-13,47.16,58.37,35.02,6791,84717
969,SRV-001,2025-10-14,27.66,32.8,33.9,1026,11172
970,SRV-002,2025-10-14,56.67,49.07,38.17,5241,57543
971,SRV-003,2025-10-14,45.78,61.4,38.23,4919,75087
972,SRV-004,2025-10-14,29.78,35.85,33.17,1080,16979
973,SRV-005,2025-10-14,44.52,46.1,31.41,5111,89538
974,SRV-006,2025-10-14,33.01,32.53,36.35,1117,21022
975,SRV-007,2025-10-14,29.09,26.69,36.17,1207,20006
976,SRV-008,2025-10-14,50.01,48.12,37.17,5760,78920
977,SRV-001,2025-10-15,31.41,29.83,35.47,1114,15083
978,SRV-002,2025-10-15,45.44,59.58,35.17,6075,116871
979,SRV-003,2025-10-15,51.64,45.73,33.09,6085,112283
980,SRV-004,2025-10-15,19.15,26.87,32.58,1164,12624
981,SRV-005,2025-10-15,57.71,56.75,31.16,6503,109057
982,SRV-006,2025-10-15,20.82,31.33,37.43,1236,18940
983,SRV-007,2025-10-15,17.08,25.1,36.52,875,12468
984,SRV-008,2025-10-15,46.81,60.44,36.31,6557,131085
985,SRV-001,2025-10-16,31.79,24.53,35.81,1002,19340
986,SRV-002,2025-10-16,58.72,48.97,34.8,4868,65878
987,SRV-003,2025-10-16,48.27,46.34,37.31,5069,85111
988,SRV-004,2025-10-16,34.95,36.53,34.43,1138,14392
989,SRV-005,2025-10-16,50.83,49.51,36.87,6327,123954
990,SRV-006,2025-10-16,35.29,37.06,37.88,1277,13504
991,SRV-007,2025-10-16,25.82,26.49,31.16,1015,17482
992,SRV-008,2025-10-16,39.66,51.51,32.75,5625,106791
993,SRV-001,2025-10-17,35.52,22.93,36.77,1001,14721
994,SRV-002,2025-10-17,46.69,58.33,35.05,5037,100204
995,SRV-003,2025-10-17,49.09,48.06,37.2,4543,85570
996,SRV-004,2025-10-17,19.95,27.69,33.04,1100,14643
997,SRV-005,2025-10-17,51.63,57.94,37.19,6458,72251
998,SRV-006,2025-10-17,27.29,33.2,32.47,1231,21915
999,SRV-007,2025-10-17,31.76,33.93,37.14,948,18558
1000,SRV-008,2025-10-17,43.26,51.62,32.4,6138,64574
1001,SRV-001,2025-10-18,26.52,32.62,32.45,509,3263
1002,SRV-002,2025-10-18,47.04,53.16,35.7,1934,12388
1003,SRV-003,2025-10-18,43.84,54.53,35.34,2334,17200
1004,SRV-004,2025-10-18,19.91,34.52,36.56,407,3774
1005,SRV-005,2025-10-18,43.19,47.67,34.72,2159,12869
1006,SRV-006,2025-10-18,17.19,25.29,36.8,452,3446
1007,SRV-007,2025-10-18,37.32,26.73,35.06,361,2575
1008,SRV-008,2025-10-18,40.57,49.24,37.12,2783,17351
1009,SRV-001,2025-10-19,21.67,23.8,37.17,456,2930
1010,SRV-002,2025-10-19,51.23,51.07,32.84,2466,16451
1011,SRV-003,2025-10-19,51.94,54.25,36.06,1846,12558
1012,SRV-004,2025-10-19,32.75,32.45,36.58,425,2711
1013,SRV-005,2025-10-19,41.81,47.3,36.21,2707,14090
1014,SRV-006,2025-10-19,35.83,36.2,34.07,502,2757
1015,SRV-007,2025-10-19,30.49,28.41,35.98,610,4677
1016,SRV-008,2025-10-19,41.25,50.43,35.75,3099,27261
1017,SRV-001,2025-10-20,29.16,28.9,34.99,1207,13487
1018,SRV-002,2025-10-20,49.25,53.03,38.11,6223,72618
1019,SRV-003,2025-10-20,58.43,48.93,37.75,4541,89570
1020,SRV-004,2025-10-20,33.19,29.81,34.58,1101,11835
1021,SRV-005,2025-10-20,49.79,53.61,34.18,5814,70170
1022,SRV-006,2025-10-20,28.04,30.89,30.47,1265,19136
1023,SRV-007,2025-10-20,31.82,26.89,37.58,1029,13053
1024,SRV-008,2025-10-20,43.06,52.03,32.73,5751,111687
1025,SRV-001,2025-10-21,19.7,35.66,31.43,1313,26122
1026,SRV-002,2025-10-21,41.2,54.09,35.33,6519,86348
1027,SRV-003,2025-10-21,58.91,50.97,33.61,6699,86745
1028,SRV-004,2025-10-21,30.7,24.13,35.25,1265,16188
1029,SRV-005,2025-10-21,39.33,54.38,37.09,6468,102405
1030,SRV-006,2025-10-21,31.52,37.63,33.94,1195,19171
1031,SRV-007,2025-10-21,25.77,27.28,32.32,1153,21425
1032,SRV-008,2025-10-21,48.39,55.97,34.39,4776,70637
1033,SRV-001,2025-10-22,26.58,35.23,32.82,1150,22348
1034,SRV-002,2025-10-22,44.42,48.9,37.03,6167,104059
1035,SRV-003,2025-10-22,41.67,50.67,34.04,5792,81233
1036,SRV-004,2025-10-22,20.5,34.71,32.22,955,13217
1037,SRV-005,2025-10-22,38.82,56.45,37.21,4643,82186
1038,SRV-006,2025-10-22,35.8,31.53,36.59,885,15856
1039,SRV-007,2025-10-22,33.83,35.88,32.3,961,16910
1040,SRV-008,2025-10-22,57.36,51.42,35.89,5167,79754
1041,SRV-001,2025-10-23,27.9,22.85,31.35,1121,12359
1042,SRV-002,2025-10-23,49.34,46.81,34.1,5125,71000
1043,SRV-003,2025-10-23,45.07,58.7,36.04,5955,102119
1044,SRV-004,2025-10-23,27.88,38.66,34.14,1362,17458
1045,SRV-005,2025-10-23,45.12,49.28,37.06,4528,47242
1046,SRV-006,2025-10-23,25.41,27.32,32.03,1059,20048
1047,SRV-007,2025-10-23,30.19,27.68,38.18,1031,15457
1048,SRV-008,2025-10-23,44.69,58.53,36.88,6188,115202
1049,SRV-001,2025-10-24,33.72,26.15,33.78,1133,20358
1050,SRV-002,2025-10-24,57.62,48.81,35.74,6315,72285
1051,SRV-003,2025-10-24,41.78,56.28,33.64,5516,81707
1052,SRV-004,2025-10-24,30.19,33.49,33.7,1363,26191
1053,SRV-005,2025-10-24,50.41,53.06,34.77,5633,69292
1054,SRV-006,2025-10-24,31.03,30.07,36.04,1222,14900
1055,SRV-007,2025-10-24,23.97,25.22,36.56,1027,15137
1056,SRV-008,2025-10-24,40.83,57.75,33.25,6215,110542
1057,SRV-001,2025-10-25,26.03,34.81,34.59,632,4490
1058,SRV-002,2025-10-25,43.37,55.56,31.73,2790,15945
1059,SRV-003,2025-10-25,54.47,52.61,32.54,1889,14938
1060,SRV-004,2025-10-25,29.24,25.33,32.57,382,2378
1061,SRV-005,2025-10-25,54.86,49.89,35.79,2383,13584
1062,SRV-006,2025-10-25,36.42,30.11,36.72,486,3996
1063,SRV-007,2025-10-25,18.85,22.93,34.93,520,3051
1064,SRV-008,2025-10-25,46.64,50.53,37.42,2383,20391
1065,SRV-001,2025-10-26,28.45,27.11,32.61,637,4050
1066,SRV-002,2025-10-26,46.05,58.2,35.82,2284,12059
1067,SRV-003,2025-10-26,55.91,59.65,35.58,1795,15189
1068,SRV-004,2025-10-26,30.42,29.03,34.21,353,2420
1069,SRV-005,2025-10-26,44.96,46.69,33.96,2972,19845
1070,SRV-006,2025-10-26,20.24,24.08,32.46,333,3179
1071,SRV-007,2025-10-26,20.93,36.31,32.53,356,2794
1072,SRV-008,2025-10-26,58.07,51.02,30.84,1776,11620
1073,SRV-001,2025-10-27,33.2,38.34,36.25,1072,14907
1074,SRV-002,2025-10-27,41.93,55.0,33.57,6421,96544
1075,SRV-003,2025-10-27,55.31,45.76,37.18,5549,103700
1076,SRV-004,2025-10-27,19.88,32.31,31.04,1137,22203
1077,SRV-005,2025-10-27,43.25,54.66,31.94,5972,119046
1078,SRV-006,2025-10-27,37.25,32.13,35.27,1240,17948
1079,SRV-007,2025-10-27,22.63,31.61,37.3,889,15226
1080,SRV-008,2025-10-27,45.17,61.01,36.29,6712,105170
1081,SRV-001,2025-10-28,20.14,24.21,38.15,1071,20001
1082,SRV-002,2025-10-28,58.65,53.95,35.5,4963,64301
1083,SRV-003,2025-10-28,49.95,49.15,31.06,5884,85950
1084,SRV-004,2025-10-28,37.75,35.42,35.86,1355,26284
1085,SRV-005,2025-10-28,51.07,52.55,34.74,5578,90345
1086,SRV-006,2025-10-28,26.51,31.05,36.41,1049,11365
1087,SRV-007,2025-10-28,26.26,35.99,38.33,909,17974
1088,SRV-008,2025-10-28,54.19,54.3,34.46,4673,51650
1089,SRV-001,2025-10-29,28.6,35.56,32.86,1276,21298
1090,SRV-002,2025-10-29,48.69,52.88,36.97,4673,55154
1091,SRV-003,2025-10-29,57.74,49.94,33.69,5228,55650
1092,SRV-004,2025-10-29,29.24,25.87,36.41,936,13614
1093,SRV-005,2025-10-29,58.91,47.74,33.2,5771,114716
1094,SRV-006,2025-10-29,19.09,35.68,37.79,1360,16502
1095,SRV-007,2025-10-29,17.4,33.8,33.87,988,11619
1096,SRV-008,2025-10-29,44.13,45.34,36.86,5350,75955
1097,SRV-001,2025-10-30,34.8,25.19,31.29,1270,18142
1098,SRV-002,2025-10-30,47.22,50.05,39.31,5742,88168
1099,SRV-003,2025-10-30,60.02,52.97,38.67,5874,107083
1100,SRV-004,2025-10-30,35.37,26.1,36.81,1160,13277
1101,SRV-005,2025-10-30,56.8,57.01,37.77,6193,62808
1102,SRV-006,2025-10-30,36.71,31.28,34.77,1286,21526
1103,SRV-007,2025-10-30,31.47,37.35,37.63,1258,20559
1104,SRV-008,2025-10-30,51.81,46.45,37.15,4948,83940
1105,SRV-001,2025-10-31,29.86,26.79,33.73,1000,16796
1106,SRV-002,2025-10-31,48.66,52.5,34.81,5335,97046
1107,SRV-003,2025-10-31,48.58,59.03,33.6,5126,93712
1108,SRV-004,2025-10-31,36.76,27.89,37.91,1095,15035
1109,SRV-005,2025-10-31,43.22,52.13,33.72,5979,100464
1110,SRV-006,2025-10-31,31.66,37.34,38.26,949,10321
1111,SRV-007,2025-10-31,19.73,23.92,38.94,965,16886
1112,SRV-008,2025-10-31,51.09,55.35,35.42,6340,105732
1113,SRV-001,2025-11-01,22.94,36.28,37.42,396,3675
1114,SRV-002,2025-11-01,49.81,60.68,37.1,3420,28127
1115,SRV-003,2025-11-01,50.05,62.13,38.83,2664,16884
1116,SRV-004,2025-11-01,24.47,37.69,39.34,585,2937
1117,SRV-005,2025-11-01,43.29,48.98,39.26,3288,24971
1118,SRV-006,2025-11-01,24.83,26.91,37.23,503,3912
1119,SRV-007,2025-11-01,30.11,29.38,32.54,660,4716
1120,SRV-008,2025-11-01,50.57,59.65,36.64,2360,13669
1121,SRV-001,2025-11-02,31.66,24.97,32.52,531,3695
1122,SRV-002,2025-11-02,60.38,60.49,34.4,2333,12752
1123,SRV-003,2025-11-02,39.33,56.17,32.15,2676,20654
1124,SRV-004,2025-11-02,30.38,25.31,39.06,712,5818
1125,SRV-005,2025-11-02,45.84,57.79,34.89,2109,19407
1126,SRV-006,2025-11-02,34.59,29.99,35.0,369,1998
1127,SRV-007,2025-11-02,17.75,37.63,37.5,371,3574
1128,SRV-008,2025-11-02,42.33,48.98,32.63,1797,16573
1129,SRV-001,2025-11-03,22.98,26.29,39.31,1150,17094
1130,SRV-002,2025-11-03,45.71,53.61,39.11,6123,88837
1131,SRV-003,2025-11-03,45.62,58.78,36.1,5873,108932
1132,SRV-004,2025-11-03,24.09,27.99,38.32,1156,11617
1133,SRV-005,2025-11-03,46.18,48.67,36.81,5843,88696
1134,SRV-006,2025-11-03,22.85,29.88,39.57,954,10861
1135,SRV-007,2025-11-03,31.0,24.61,33.17,975,10646
1136,SRV-008,2025-11-03,54.87,54.69,38.79,5704,111019
1137,SRV-001,2025-11-04,23.85,27.77,39.69,1295,25406
1138,SRV-002,2025-11-04,55.27,53.78,32.47,4898,84346
1139,SRV-003,2025-11-04,49.66,55.4,34.2,5302,58722
1140,SRV-004,2025-11-04,21.76,28.75,38.43,1283,18595
1141,SRV-005,2025-11-04,61.72,52.3,36.54,6191,116220
1142,SRV-006,2025-11-04,29.51,30.85,34.65,1342,19182
1143,SRV-007,2025-11-04,22.28,26.19,34.16,959,12605
1144,SRV-008,2025-11-04,52.8,55.3,32.53,5653,74707
1145,SRV-001,2025-11-05,18.79,27.34,33.18,996,15547
1146,SRV-002,2025-11-05,60.79,59.83,37.85,6031,99286
1147,SRV-003,2025-11-05,50.43,59.77,34.43,4788,71529
1148,SRV-004,2025-11-05,22.58,24.41,34.31,1149,18282
1149,SRV-005,2025-11-05,40.37,45.83,37.19,5788,58148
1150,SRV-006,2025-11-05,20.54,38.16,32.64,1161,17734
1151,SRV-007,2025-11-05,18.0,30.39,37.82,1095,14245
1152,SRV-008,2025-11-05,47.19,47.12,37.37,5644,59096
1153,SRV-001,2025-11-06,37.28,30.65,36.38,1315,24236
1154,SRV-002,2025-11-06,44.81,52.08,39.59,5106,101790
1155,SRV-003,2025-11-06,56.93,51.77,34.2,6462,117109
1156,SRV-004,2025-11-06,29.38,24.61,38.27,970,18268
1157,SRV-005,2025-11-06,40.13,49.26,32.98,5936,106351
1158,SRV-006,2025-11-06,31.73,37.32,36.22,964,12718
1159,SRV-007,2025-11-06,28.98,35.62,37.71,1175,19601
1160,SRV-008,2025-11-06,45.9,54.02,36.0,5255,93152
1161,SRV-001,2025-11-07,19.8,35.2,37.43,1080,19823
1162,SRV-002,2025-11-07,52.91,58.43,36.59,4665,69723
1163,SRV-003,2025-11-07,53.26,52.48,34.33,5578,74770
1164,SRV-004,2025-11-07,33.86,32.24,35.64,1391,23765
1165,SRV-005,2025-11-07,58.58,49.03,33.88,6798,94191
1166,SRV-006,2025-11-07,30.31,26.68,35.16,947,13476
1167,SRV-007,2025-11-07,37.4,32.87,33.77,1150,12732
1168,SRV-008,2025-11-07,39.77,51.91,33.2,5502,84229
1169,SRV-001,2025-11-08,20.07,31.63,34.54,412,2877
1170,SRV-002,2025-11-08,47.4,53.06,34.88,1798,12428
1171,SRV-003,2025-11-08,46.59,51.52,35.02,2282,18340
1172,SRV-004,2025-11-08,20.22,24.54,34.3,383,2135
1173,SRV-005,2025-11-08,54.08,52.11,37.41,2275,21414
1174,SRV-006,2025-11-08,26.49,30.14,34.64,640,5413
1175,SRV-007,2025-11-08,21.41,26.79,36.94,588,3786
1176,SRV-008,2025-11-08,42.71,58.13,35.36,2870,26584
1177,SRV-001,2025-11-09,21.78,34.44,34.23,467,3397
1178,SRV-002,2025-11-09,56.17,55.25,34.03,3542,33317
1179,SRV-003,2025-11-09,54.89,45.41,33.98,2469,12357
1180,SRV-004,2025-11-09,28.2,25.36,33.74,598,3859
1181,SRV-005,2025-11-09,49.98,56.85,37.11,1852,16704
1182,SRV-006,2025-11-09,27.48,28.6,35.83,565,3541
1183,SRV-007,2025-11-09,34.47,28.16,34.71,521,4334
1184,SRV-008,2025-11-09,59.33,55.66,35.48,2704,22170
1185,SRV-001,2025-11-10,25.5,26.17,38.4,1051,10834
1186,SRV-002,2025-11-10,55.23,53.56,34.18,4837,92901
1187,SRV-003,2025-11-10,42.67,50.31,36.52,5791,110746
1188,SRV-004,2025-11-10,36.5,27.59,40.33,1126,14989
1189,SRV-005,2025-11-10,60.26,51.29,34.1,5978,101735
1190,SRV-006,2025-11-10,21.13,36.52,37.47,1321,17793
1191,SRV-007,2025-11-10,17.39,36.68,32.36,1191,18141
1192,SRV-008,2025-11-10,51.32,48.24,35.28,4661,60347
1193,SRV-001,2025-11-11,22.25,36.02,33.23,1140,11458
1194,SRV-002,2025-11-11,57.09,46.83,33.02,6535,116666
1195,SRV-003,2025-11-11,60.18,55.17,39.18,6241,71312
1196,SRV-004,2025-11-11,27.11,38.11,35.23,953,18420
1197,SRV-005,2025-11-11,53.56,51.41,34.54,6533,123671
1198,SRV-006,2025-11-11,30.78,27.4,36.81,1371,24738
1199,SRV-007,2025-11-11,32.63,26.6,34.33,980,12788
1200,SRV-008,2025-11-11,58.73,52.76,33.18,6286,115275
1201,SRV-001,2025-11-12,27.72,33.15,34.81,1191,16168
1202,SRV-002,2025-11-12,49.75,60.52,35.29,6613,67877
1203,SRV-003,2025-11-12,43.84,50.06,39.65,6557,103621
1204,SRV-004,2025-11-12,30.16,36.93,38.26,934,17233
1205,SRV-005,2025-11-12,52.91,52.01,36.72,5603,103050
1206,SRV-006,2025-11-12,22.57,37.5,32.0,1150,20952
1207,SRV-007,2025-11-12,31.94,36.88,33.55,1195,18054
1208,SRV-008,2025-11-12,55.9,55.47,37.09,6953,79014
1209,SRV-001,2025-11-13,31.58,27.06,38.08,1293,25039
1210,SRV-002,2025-11-13,54.7,51.14,33.89,5083,95555
1211,SRV-003,2025-11-13,46.02,48.39,32.73,5773,80285
1212,SRV-004,2025-11-13,24.85,32.07,35.07,1066,19696
1213,SRV-005,2025-11-13,52.3,52.26,36.39,4781,54802
1214,SRV-006,2025-11-13,19.88,33.72,32.75,1107,18814
1215,SRV-007,2025-11-13,27.01,27.34,32.3,1159,15847
1216,SRV-008,2025-11-13,47.82,57.74,35.07,6344,72839
1217,SRV-001,2025-11-14,19.97,29.05,35.91,918,15150
1218,SRV-002,2025-11-14,50.52,61.08,35.45,4987,93876
1219,SRV-003,2025-11-14,41.02,48.94,35.88,6556,79378
1220,SRV-004,2025-11-14,29.31,32.45,34.93,1024,16956
1221,SRV-005,2025-11-14,50.44,59.91,33.67,6440,106803
1222,SRV-006,2025-11-14,20.21,37.4,37.16,1412,22674
1223,SRV-007,2025-11-14,31.53,30.56,36.15,1010,17147
1224,SRV-008,2025-11-14,52.97,55.92,38.58,4792,49334
1225,SRV-001,2025-11-15,23.1,34.31,36.69,591,3911
1226,SRV-002,2025-11-15,55.36,59.3,37.26,1862,17509
1227,SRV-003,2025-11-15,49.59,62.38,39.64,1868,11679
1228,SRV-004,2025-11-15,32.07,29.22,33.73,540,2779
1229,SRV-005,2025-11-15,41.85,52.03,32.45,2744,21354
1230,SRV-006,2025-11-15,27.21,33.17,33.17,585,4194
1231,SRV-007,2025-11-15,33.86,25.11,32.76,677,3710
1232,SRV-008,2025-11-15,41.94,44.73,36.52,2595,24191
1233,SRV-001,2025-11-16,31.33,37.72,37.12,519,3088
1234,SRV-002,2025-11-16,56.38,52.95,34.12,3193,29589
1235,SRV-003,2025-11-16,50.98,57.49,39.52,2777,15651
1236,SRV-004,2025-11-16,20.05,31.27,32.91,532,2719
1237,SRV-005,2025-11-16,48.08,60.62,36.2,2407,22534
1238,SRV-006,2025-11-16,23.08,30.91,33.16,508,4092
1239,SRV-007,2025-11-16,30.0,31.47,38.18,537,5200
1240,SRV-008,2025-11-16,56.0,49.42,36.9,2158,20371
1241,SRV-001,2025-11-17,21.2,34.9,33.49,1219,23311
1242,SRV-002,2025-11-17,49.12,56.87,35.13,5774,105953
1243,SRV-003,2025-11-17,49.15,49.2,36.34,6468,124791
1244,SRV-004,2025-11-17,28.35,26.66,38.73,1000,14965
1245,SRV-005,2025-11-17,46.91,52.68,37.15,6457,79276
1246,SRV-006,2025-11-17,19.39,36.56,35.17,1244,17159
1247,SRV-007,2025-11-17,18.73,31.44,35.76,1110,12490
1248,SRV-008,2025-11-17,52.8,49.39,33.93,6121,116516
1249,SRV-001,2025-11-18,24.57,37.15,33.72,949,9585
1250,SRV-002,2025-11-18,55.7,58.47,35.99,4669,84124
1251,SRV-003,2025-11-18,47.49,49.28,34.02,5790,74262
1252,SRV-004,2025-11-18,29.68,36.64,38.93,963,13460
1253,SRV-005,2025-11-18,54.76,48.6,39.54,5143,87701
1254,SRV-006,2025-11-18,36.58,37.41,36.55,1088,14872
1255,SRV-007,2025-11-18,35.48,27.54,38.91,1071,16508
1256,SRV-008,2025-11-18,46.35,51.13,37.97,5521,59541
1257,SRV-001,2025-11-19,35.65,32.6,35.87,1216,13652
1258,SRV-002,2025-11-19,57.66,48.3,34.82,5722,100947
1259,SRV-003,2025-11-19,43.24,61.33,35.75,6187,80456
1260,SRV-004,2025-11-19,20.12,37.73,36.58,966,13355
1261,SRV-005,2025-11-19,45.27,52.19,36.95,5796,96236
1262,SRV-006,2025-11-19,32.32,36.64,37.46,1215,16235
1263,SRV-007,2025-11-19,23.91,35.87,35.0,959,16550
1264,SRV-008,2025-11-19,58.8,59.04,39.36,6397,115619
1265,SRV-001,2025-11-20,37.16,37.87,34.67,1382,21210
1266,SRV-002,2025-11-20,55.08,57.94,34.09,6763,99235
1267,SRV-003,2025-11-20,47.73,62.58,35.94,6434,81994
